id,Transcript,QX1410,transcript_CTROP,structure
OG0004305,1,1,1,one:one:one
OG0004306,1,1,1,one:one:one
OG0004307,1,1,1,one:one:one
OG0004308,1,1,1,one:one:one
OG0004309,1,1,1,one:one:one
OG0004310,1,1,1,one:one:one
OG0004311,1,1,1,one:one:one
OG0004312,1,1,1,one:one:one
OG0004313,1,1,1,one:one:one
OG0004314,1,1,1,one:one:one
OG0004315,1,1,1,one:one:one
OG0004316,1,1,1,one:one:one
OG0004317,1,1,1,one:one:one
OG0004318,1,1,1,one:one:one
OG0004319,1,1,1,one:one:one
OG0004320,1,1,1,one:one:one
OG0004321,1,1,1,one:one:one
OG0004322,1,1,1,one:one:one
OG0004323,1,1,1,one:one:one
OG0004324,1,1,1,one:one:one
OG0004325,1,1,1,one:one:one
OG0004326,1,1,1,one:one:one
OG0004327,1,1,1,one:one:one
OG0004328,1,1,1,one:one:one
OG0004329,1,1,1,one:one:one
OG0004330,1,1,1,one:one:one
OG0004331,1,1,1,one:one:one
OG0004332,1,1,1,one:one:one
OG0004333,1,1,1,one:one:one
OG0004334,1,1,1,one:one:one
OG0004335,1,1,1,one:one:one
OG0004336,1,1,1,one:one:one
OG0004337,1,1,1,one:one:one
OG0004338,1,1,1,one:one:one
OG0004339,1,1,1,one:one:one
OG0004340,1,1,1,one:one:one
OG0004341,1,1,1,one:one:one
OG0004342,1,1,1,one:one:one
OG0004343,1,1,1,one:one:one
OG0004344,1,1,1,one:one:one
OG0004345,1,1,1,one:one:one
OG0004346,1,1,1,one:one:one
OG0004347,1,1,1,one:one:one
OG0004348,1,1,1,one:one:one
OG0004349,1,1,1,one:one:one
OG0004350,1,1,1,one:one:one
OG0004351,1,1,1,one:one:one
OG0004352,1,1,1,one:one:one
OG0004353,0,3,0,none:many:none
OG0004354,1,1,1,one:one:one
OG0004355,1,1,1,one:one:one
OG0004356,1,1,1,one:one:one
OG0004357,1,1,1,one:one:one
OG0004358,1,1,1,one:one:one
OG0004359,1,1,1,one:one:one
OG0004360,1,1,1,one:one:one
OG0004361,1,1,1,one:one:one
OG0004362,1,1,1,one:one:one
OG0004363,1,1,1,one:one:one
OG0004364,1,1,1,one:one:one
OG0004365,1,1,1,one:one:one
OG0004366,1,1,1,one:one:one
OG0004367,1,1,1,one:one:one
OG0004368,1,1,1,one:one:one
OG0004369,1,1,1,one:one:one
OG0004370,1,1,1,one:one:one
OG0004371,1,1,1,one:one:one
OG0004372,1,1,1,one:one:one
OG0004373,1,1,1,one:one:one
OG0004374,1,1,1,one:one:one
OG0004375,1,1,1,one:one:one
OG0004376,1,1,1,one:one:one
OG0004377,1,1,1,one:one:one
OG0004378,1,1,1,one:one:one
OG0004379,1,1,1,one:one:one
OG0004380,1,1,1,one:one:one
OG0004381,1,1,1,one:one:one
OG0004382,1,1,1,one:one:one
OG0004383,1,1,1,one:one:one
OG0004384,1,1,1,one:one:one
OG0004385,1,1,1,one:one:one
OG0004386,1,1,1,one:one:one
OG0004387,1,1,1,one:one:one
OG0004388,1,1,1,one:one:one
OG0004389,1,1,1,one:one:one
OG0004390,1,1,1,one:one:one
OG0004391,1,1,1,one:one:one
OG0004392,1,1,1,one:one:one
OG0004393,1,1,1,one:one:one
OG0004394,1,1,1,one:one:one
OG0004395,1,1,1,one:one:one
OG0004396,1,1,1,one:one:one
OG0004397,1,1,1,one:one:one
OG0004398,1,1,1,one:one:one
OG0004399,1,1,1,one:one:one
OG0004400,1,1,1,one:one:one
OG0004401,1,1,1,one:one:one
OG0004402,1,1,1,one:one:one
OG0004403,0,3,0,none:many:none
OG0004404,1,1,1,one:one:one
OG0004405,1,1,1,one:one:one
OG0004406,1,1,1,one:one:one
OG0004407,1,1,1,one:one:one
OG0004408,1,1,1,one:one:one
OG0004409,1,1,1,one:one:one
OG0004410,1,1,1,one:one:one
OG0004411,1,1,1,one:one:one
OG0004412,1,1,1,one:one:one
OG0004413,1,1,1,one:one:one
OG0004414,1,1,1,one:one:one
OG0004415,1,1,1,one:one:one
OG0004416,1,1,1,one:one:one
OG0004417,0,1,2,none:one:many
OG0004418,1,1,1,one:one:one
OG0004419,1,1,1,one:one:one
OG0004420,1,1,1,one:one:one
OG0004421,1,1,1,one:one:one
OG0004422,1,1,1,one:one:one
OG0004423,1,1,1,one:one:one
OG0004424,1,1,1,one:one:one
OG0004425,1,1,1,one:one:one
OG0004426,1,1,1,one:one:one
OG0004427,1,1,1,one:one:one
OG0004428,1,1,1,one:one:one
OG0004429,1,1,1,one:one:one
OG0004430,1,1,1,one:one:one
OG0004431,1,1,1,one:one:one
OG0004432,1,1,1,one:one:one
OG0004433,1,1,1,one:one:one
OG0004434,1,1,1,one:one:one
OG0004435,1,1,1,one:one:one
OG0004436,1,1,1,one:one:one
OG0004437,1,1,1,one:one:one
OG0004438,1,1,1,one:one:one
OG0004439,1,1,1,one:one:one
OG0004440,1,1,1,one:one:one
OG0004441,1,1,1,one:one:one
OG0004442,1,1,1,one:one:one
OG0004443,1,1,1,one:one:one
OG0004444,1,1,1,one:one:one
OG0004445,1,1,1,one:one:one
OG0004446,1,1,1,one:one:one
OG0004447,1,1,1,one:one:one
OG0004448,1,1,1,one:one:one
OG0004449,1,1,1,one:one:one
OG0004450,1,1,1,one:one:one
OG0004451,1,1,1,one:one:one
OG0004452,1,1,1,one:one:one
OG0004453,1,1,1,one:one:one
OG0004454,1,1,1,one:one:one
OG0004455,1,1,1,one:one:one
OG0004456,1,1,1,one:one:one
OG0004457,1,1,1,one:one:one
OG0004458,1,1,1,one:one:one
OG0004459,1,1,1,one:one:one
OG0004460,1,1,1,one:one:one
OG0004461,1,1,1,one:one:one
OG0004462,1,1,1,one:one:one
OG0004463,1,1,1,one:one:one
OG0004464,1,1,1,one:one:one
OG0004465,1,1,1,one:one:one
OG0004466,1,1,1,one:one:one
OG0004467,1,1,1,one:one:one
OG0004468,1,1,1,one:one:one
OG0004469,1,1,1,one:one:one
OG0004470,1,1,1,one:one:one
OG0004471,1,1,1,one:one:one
OG0004472,1,1,1,one:one:one
OG0004473,1,1,1,one:one:one
OG0004474,1,1,1,one:one:one
OG0004475,1,1,1,one:one:one
OG0004476,1,1,1,one:one:one
OG0004477,1,1,1,one:one:one
OG0004478,1,1,1,one:one:one
OG0004479,1,1,1,one:one:one
OG0004480,1,1,1,one:one:one
OG0004481,1,1,1,one:one:one
OG0004482,0,1,2,none:one:many
OG0004483,1,1,1,one:one:one
OG0004484,1,1,1,one:one:one
OG0004485,1,1,1,one:one:one
OG0004486,1,1,1,one:one:one
OG0004487,1,1,1,one:one:one
OG0004488,1,1,1,one:one:one
OG0004489,1,1,1,one:one:one
OG0004490,1,1,1,one:one:one
OG0004491,1,1,1,one:one:one
OG0004492,1,1,1,one:one:one
OG0004493,1,1,1,one:one:one
OG0004494,1,1,1,one:one:one
OG0004495,1,1,1,one:one:one
OG0004496,1,1,1,one:one:one
OG0004497,1,1,1,one:one:one
OG0004498,1,1,1,one:one:one
OG0004499,1,1,1,one:one:one
OG0004500,1,1,1,one:one:one
OG0004501,1,1,1,one:one:one
OG0004502,1,1,1,one:one:one
OG0004503,1,1,1,one:one:one
OG0004504,1,1,1,one:one:one
OG0004505,1,1,1,one:one:one
OG0004506,1,1,1,one:one:one
OG0004507,1,1,1,one:one:one
OG0004508,1,1,1,one:one:one
OG0004509,1,1,1,one:one:one
OG0004510,1,1,1,one:one:one
OG0004511,1,1,1,one:one:one
OG0004512,1,1,1,one:one:one
OG0004513,1,1,1,one:one:one
OG0004514,1,1,1,one:one:one
OG0004515,1,1,1,one:one:one
OG0004516,1,1,1,one:one:one
OG0004517,1,2,0,one:many:none
OG0004518,1,1,1,one:one:one
OG0004519,1,1,1,one:one:one
OG0004520,1,1,1,one:one:one
OG0004521,1,1,1,one:one:one
OG0004522,1,1,1,one:one:one
OG0004523,1,1,1,one:one:one
OG0004524,1,1,1,one:one:one
OG0004525,1,1,1,one:one:one
OG0004526,1,1,1,one:one:one
OG0004527,1,1,1,one:one:one
OG0004528,1,1,1,one:one:one
OG0004529,1,1,1,one:one:one
OG0004530,1,1,1,one:one:one
OG0004531,1,1,1,one:one:one
OG0004532,1,1,1,one:one:one
OG0004533,1,1,1,one:one:one
OG0004534,1,1,1,one:one:one
OG0004535,1,1,1,one:one:one
OG0004536,1,1,1,one:one:one
OG0004537,1,1,1,one:one:one
OG0004538,1,1,1,one:one:one
OG0004539,1,1,1,one:one:one
OG0004540,1,1,1,one:one:one
OG0004541,1,1,1,one:one:one
OG0004542,1,1,1,one:one:one
OG0004543,1,1,1,one:one:one
OG0004544,1,1,1,one:one:one
OG0004545,1,1,1,one:one:one
OG0004546,1,1,1,one:one:one
OG0004547,1,1,1,one:one:one
OG0004548,1,1,1,one:one:one
OG0004549,1,1,1,one:one:one
OG0004550,1,1,1,one:one:one
OG0004551,1,1,1,one:one:one
OG0004552,1,1,1,one:one:one
OG0004553,1,1,1,one:one:one
OG0004554,1,1,1,one:one:one
OG0004555,1,1,1,one:one:one
OG0004556,1,1,1,one:one:one
OG0004557,1,1,1,one:one:one
OG0004558,1,1,1,one:one:one
OG0004559,1,1,1,one:one:one
OG0004560,1,1,1,one:one:one
OG0004561,1,1,1,one:one:one
OG0004562,1,1,1,one:one:one
OG0004563,1,1,1,one:one:one
OG0004564,1,1,1,one:one:one
OG0004565,1,1,1,one:one:one
OG0004566,1,1,1,one:one:one
OG0004567,1,1,1,one:one:one
OG0004568,1,1,1,one:one:one
OG0004569,1,1,1,one:one:one
OG0004570,1,1,1,one:one:one
OG0004571,1,1,1,one:one:one
OG0004572,1,1,1,one:one:one
OG0004573,1,1,1,one:one:one
OG0004574,1,1,1,one:one:one
OG0004575,1,1,1,one:one:one
OG0004576,1,1,1,one:one:one
OG0004577,1,1,1,one:one:one
OG0004578,1,1,1,one:one:one
OG0004579,1,1,1,one:one:one
OG0004580,1,1,1,one:one:one
OG0004581,1,1,1,one:one:one
OG0004582,1,1,1,one:one:one
OG0004583,1,1,1,one:one:one
OG0004584,1,1,1,one:one:one
OG0004585,1,1,1,one:one:one
OG0004586,1,1,1,one:one:one
OG0004587,1,1,1,one:one:one
OG0004588,1,1,1,one:one:one
OG0004589,1,1,1,one:one:one
OG0004590,1,1,1,one:one:one
OG0004591,1,1,1,one:one:one
OG0004592,1,1,1,one:one:one
OG0004593,1,1,1,one:one:one
OG0004594,1,1,1,one:one:one
OG0004595,1,1,1,one:one:one
OG0004596,1,1,1,one:one:one
OG0004597,1,1,1,one:one:one
OG0004598,1,1,1,one:one:one
OG0004599,1,1,1,one:one:one
OG0004600,1,1,1,one:one:one
OG0004601,1,1,1,one:one:one
OG0004602,1,1,1,one:one:one
OG0004603,1,1,1,one:one:one
OG0004604,1,1,1,one:one:one
OG0004605,1,1,1,one:one:one
OG0004606,1,1,1,one:one:one
OG0004607,1,1,1,one:one:one
OG0004608,1,1,1,one:one:one
OG0004609,1,1,1,one:one:one
OG0004610,1,1,1,one:one:one
OG0004611,1,1,1,one:one:one
OG0004612,1,1,1,one:one:one
OG0004613,1,1,1,one:one:one
OG0004614,1,1,1,one:one:one
OG0004615,1,1,1,one:one:one
OG0004616,1,1,1,one:one:one
OG0004617,1,1,1,one:one:one
OG0004618,1,1,1,one:one:one
OG0004619,1,1,1,one:one:one
OG0004620,1,1,1,one:one:one
OG0004621,1,1,1,one:one:one
OG0004622,1,1,1,one:one:one
OG0004623,1,1,1,one:one:one
OG0004624,1,1,1,one:one:one
OG0004625,1,1,1,one:one:one
OG0004626,1,1,1,one:one:one
OG0004627,1,1,1,one:one:one
OG0004628,1,1,1,one:one:one
OG0004629,1,1,1,one:one:one
OG0004630,1,1,1,one:one:one
OG0004631,1,1,1,one:one:one
OG0004632,1,1,1,one:one:one
OG0004633,1,1,1,one:one:one
OG0004634,1,1,1,one:one:one
OG0004635,1,1,1,one:one:one
OG0004636,1,1,1,one:one:one
OG0004637,1,1,1,one:one:one
OG0004638,1,1,1,one:one:one
OG0004639,1,1,1,one:one:one
OG0004640,1,1,1,one:one:one
OG0004641,1,1,1,one:one:one
OG0004642,0,1,2,none:one:many
OG0004643,1,1,1,one:one:one
OG0004644,1,1,1,one:one:one
OG0004645,0,3,0,none:many:none
OG0004646,1,1,1,one:one:one
OG0004647,1,1,1,one:one:one
OG0004648,1,1,1,one:one:one
OG0004649,1,1,1,one:one:one
OG0004650,0,2,1,none:many:one
OG0004651,0,3,0,none:many:none
OG0004652,0,3,0,none:many:none
OG0004653,1,1,1,one:one:one
OG0004654,1,1,1,one:one:one
OG0004655,1,1,1,one:one:one
OG0004656,1,1,1,one:one:one
OG0004657,1,1,1,one:one:one
OG0004658,1,1,1,one:one:one
OG0004659,1,1,1,one:one:one
OG0004660,1,1,1,one:one:one
OG0004661,1,1,1,one:one:one
OG0004662,1,1,1,one:one:one
OG0004663,1,1,1,one:one:one
OG0004664,1,1,1,one:one:one
OG0004665,1,1,1,one:one:one
OG0004666,1,1,1,one:one:one
OG0004667,1,1,1,one:one:one
OG0004668,1,1,1,one:one:one
OG0004669,1,1,1,one:one:one
OG0004670,1,1,1,one:one:one
OG0004671,1,1,1,one:one:one
OG0004672,1,1,1,one:one:one
OG0004673,1,1,1,one:one:one
OG0004674,1,1,1,one:one:one
OG0004675,0,3,0,none:many:none
OG0004676,0,1,2,none:one:many
OG0004677,1,1,1,one:one:one
OG0004678,1,1,1,one:one:one
OG0004679,0,3,0,none:many:none
OG0004680,1,1,1,one:one:one
OG0004681,0,3,0,none:many:none
OG0004682,0,3,0,none:many:none
OG0004683,1,1,1,one:one:one
OG0004684,0,1,2,none:one:many
OG0004685,1,1,1,one:one:one
OG0004686,0,3,0,none:many:none
OG0004687,1,1,1,one:one:one
OG0004688,1,1,1,one:one:one
OG0004689,1,1,1,one:one:one
OG0004690,0,3,0,none:many:none
OG0004691,1,1,1,one:one:one
OG0004692,1,1,1,one:one:one
OG0004693,0,3,0,none:many:none
OG0004694,1,1,1,one:one:one
OG0004695,1,2,0,one:many:none
OG0004696,1,1,1,one:one:one
OG0004697,1,1,1,one:one:one
OG0004698,1,1,1,one:one:one
OG0004699,1,1,1,one:one:one
OG0004700,0,3,0,none:many:none
OG0004701,1,1,1,one:one:one
OG0004702,1,1,1,one:one:one
OG0004703,1,1,1,one:one:one
OG0004704,1,1,1,one:one:one
OG0004705,1,1,1,one:one:one
OG0004706,1,1,1,one:one:one
OG0004707,1,1,1,one:one:one
OG0004708,1,1,1,one:one:one
OG0004709,2,1,0,many:one:none
OG0004710,1,2,0,one:many:none
OG0004711,0,1,2,none:one:many
OG0004712,1,1,1,one:one:one
OG0004713,1,1,1,one:one:one
OG0004714,1,1,1,one:one:one
OG0004715,0,3,0,none:many:none
OG0004716,0,3,0,none:many:none
OG0004717,0,1,2,none:one:many
OG0004718,1,1,1,one:one:one
OG0004719,1,1,1,one:one:one
OG0004720,1,1,1,one:one:one
OG0004721,0,3,0,none:many:none
OG0004722,0,2,1,none:many:one
OG0004723,1,1,1,one:one:one
OG0004724,1,1,1,one:one:one
OG0004725,1,1,1,one:one:one
OG0004726,1,1,1,one:one:one
OG0004727,1,1,1,one:one:one
OG0004728,1,1,1,one:one:one
OG0004729,1,1,1,one:one:one
OG0004730,1,1,1,one:one:one
OG0004731,1,1,1,one:one:one
OG0004732,1,1,1,one:one:one
OG0004733,1,1,1,one:one:one
OG0004734,1,1,1,one:one:one
OG0004735,1,1,1,one:one:one
OG0004736,1,1,1,one:one:one
OG0004737,1,1,1,one:one:one
OG0004738,1,1,1,one:one:one
OG0004739,1,1,1,one:one:one
OG0004740,1,1,1,one:one:one
OG0004741,1,1,1,one:one:one
OG0004742,1,1,1,one:one:one
OG0004743,1,1,1,one:one:one
OG0004744,1,1,1,one:one:one
OG0004745,1,1,1,one:one:one
OG0004746,1,1,1,one:one:one
OG0004747,1,1,1,one:one:one
OG0004748,1,1,1,one:one:one
OG0004749,1,1,1,one:one:one
OG0004750,1,1,1,one:one:one
OG0004751,1,1,1,one:one:one
OG0004752,1,1,1,one:one:one
OG0004753,1,1,1,one:one:one
OG0004754,1,1,1,one:one:one
OG0004755,1,1,1,one:one:one
OG0004756,1,1,1,one:one:one
OG0004757,1,1,1,one:one:one
OG0004758,1,1,1,one:one:one
OG0004759,1,1,1,one:one:one
OG0004760,1,1,1,one:one:one
OG0004761,1,1,1,one:one:one
OG0004762,1,1,1,one:one:one
OG0004763,1,1,1,one:one:one
OG0004764,1,1,1,one:one:one
OG0004765,1,1,1,one:one:one
OG0004766,1,1,1,one:one:one
OG0004767,1,1,1,one:one:one
OG0004768,0,3,0,none:many:none
OG0004769,1,1,1,one:one:one
OG0004770,1,1,1,one:one:one
OG0004771,1,1,1,one:one:one
OG0004772,1,1,1,one:one:one
OG0004773,1,1,1,one:one:one
OG0004774,1,1,1,one:one:one
OG0004775,1,1,1,one:one:one
OG0004776,1,1,1,one:one:one
OG0004777,1,1,1,one:one:one
OG0004778,1,1,1,one:one:one
OG0004779,1,1,1,one:one:one
OG0004780,1,1,1,one:one:one
OG0004781,1,1,1,one:one:one
OG0004782,1,1,1,one:one:one
OG0004783,1,1,1,one:one:one
OG0004784,1,1,1,one:one:one
OG0004785,1,1,1,one:one:one
OG0004786,1,1,1,one:one:one
OG0004787,1,1,1,one:one:one
OG0004788,1,1,1,one:one:one
OG0004789,1,1,1,one:one:one
OG0004790,1,1,1,one:one:one
OG0004791,1,1,1,one:one:one
OG0004792,1,1,1,one:one:one
OG0004793,1,1,1,one:one:one
OG0004794,1,1,1,one:one:one
OG0004795,1,1,1,one:one:one
OG0004796,1,1,1,one:one:one
OG0004797,1,1,1,one:one:one
OG0004798,1,1,1,one:one:one
OG0004799,1,1,1,one:one:one
OG0004800,1,1,1,one:one:one
OG0004801,1,1,1,one:one:one
OG0004802,1,1,1,one:one:one
OG0004803,1,1,1,one:one:one
OG0004804,1,1,1,one:one:one
OG0004805,1,1,1,one:one:one
OG0004806,1,1,1,one:one:one
OG0004807,1,1,1,one:one:one
OG0004808,1,1,1,one:one:one
OG0004809,1,1,1,one:one:one
OG0004810,1,1,1,one:one:one
OG0004811,1,1,1,one:one:one
OG0004812,1,1,1,one:one:one
OG0004813,1,1,1,one:one:one
OG0004814,1,1,1,one:one:one
OG0004815,1,1,1,one:one:one
OG0004816,1,1,1,one:one:one
OG0004817,1,1,1,one:one:one
OG0004818,1,1,1,one:one:one
OG0004819,1,1,1,one:one:one
OG0004820,1,1,1,one:one:one
OG0004821,1,1,1,one:one:one
OG0004822,0,1,2,none:one:many
OG0004823,1,1,1,one:one:one
OG0004824,1,1,1,one:one:one
OG0004825,1,1,1,one:one:one
OG0004826,1,1,1,one:one:one
OG0004827,1,1,1,one:one:one
OG0004828,1,1,1,one:one:one
OG0004829,1,1,1,one:one:one
OG0004830,1,1,1,one:one:one
OG0004831,1,1,1,one:one:one
OG0004832,1,1,1,one:one:one
OG0004833,1,1,1,one:one:one
OG0004834,1,1,1,one:one:one
OG0004835,1,1,1,one:one:one
OG0004836,1,1,1,one:one:one
OG0004837,1,1,1,one:one:one
OG0004838,1,1,1,one:one:one
OG0004839,1,1,1,one:one:one
OG0004840,1,1,1,one:one:one
OG0004841,1,1,1,one:one:one
OG0004842,1,1,1,one:one:one
OG0004843,1,1,1,one:one:one
OG0004844,1,1,1,one:one:one
OG0004845,1,1,1,one:one:one
OG0004846,1,1,1,one:one:one
OG0004847,1,1,1,one:one:one
OG0004848,1,1,1,one:one:one
OG0004849,1,1,1,one:one:one
OG0004850,1,1,1,one:one:one
OG0004851,0,3,0,none:many:none
OG0004852,1,1,1,one:one:one
OG0004853,1,1,1,one:one:one
OG0004854,1,1,1,one:one:one
OG0004855,1,1,1,one:one:one
OG0004856,1,1,1,one:one:one
OG0004857,1,1,1,one:one:one
OG0004858,1,1,1,one:one:one
OG0004859,1,1,1,one:one:one
OG0004860,1,1,1,one:one:one
OG0004861,1,1,1,one:one:one
OG0004862,1,1,1,one:one:one
OG0004863,1,1,1,one:one:one
OG0004864,1,1,1,one:one:one
OG0004865,1,1,1,one:one:one
OG0004866,1,1,1,one:one:one
OG0004867,1,1,1,one:one:one
OG0004868,1,1,1,one:one:one
OG0004869,1,1,1,one:one:one
OG0004870,1,1,1,one:one:one
OG0004871,1,1,1,one:one:one
OG0004872,1,1,1,one:one:one
OG0004873,1,1,1,one:one:one
OG0004874,1,1,1,one:one:one
OG0004875,1,1,1,one:one:one
OG0004876,1,1,1,one:one:one
OG0004877,1,1,1,one:one:one
OG0004878,1,1,1,one:one:one
OG0004879,1,1,1,one:one:one
OG0004880,1,1,1,one:one:one
OG0004881,1,1,1,one:one:one
OG0004882,1,1,1,one:one:one
OG0004883,1,1,1,one:one:one
OG0004884,1,1,1,one:one:one
OG0004885,1,1,1,one:one:one
OG0004886,1,1,1,one:one:one
OG0004887,1,1,1,one:one:one
OG0004888,1,1,1,one:one:one
OG0004889,1,1,1,one:one:one
OG0004890,1,1,1,one:one:one
OG0004891,1,1,1,one:one:one
OG0004892,1,1,1,one:one:one
OG0004893,1,1,1,one:one:one
OG0004894,1,1,1,one:one:one
OG0004895,1,1,1,one:one:one
OG0004896,1,1,1,one:one:one
OG0004897,1,1,1,one:one:one
OG0004898,1,1,1,one:one:one
OG0004899,1,1,1,one:one:one
OG0004900,1,1,1,one:one:one
OG0004901,1,1,1,one:one:one
OG0004902,1,1,1,one:one:one
OG0004903,1,1,1,one:one:one
OG0004904,1,1,1,one:one:one
OG0004905,1,1,1,one:one:one
OG0004906,1,1,1,one:one:one
OG0004907,1,1,1,one:one:one
OG0004908,1,1,1,one:one:one
OG0004909,1,1,1,one:one:one
OG0004910,0,3,0,none:many:none
OG0004911,1,1,1,one:one:one
OG0004912,1,1,1,one:one:one
OG0004913,1,1,1,one:one:one
OG0004914,1,1,1,one:one:one
OG0004915,1,1,1,one:one:one
OG0004916,1,1,1,one:one:one
OG0004917,1,1,1,one:one:one
OG0004918,1,1,1,one:one:one
OG0004919,1,1,1,one:one:one
OG0004920,1,1,1,one:one:one
OG0004921,1,1,1,one:one:one
OG0004922,1,1,1,one:one:one
OG0004923,1,1,1,one:one:one
OG0004924,1,1,1,one:one:one
OG0004925,1,1,1,one:one:one
OG0004926,1,1,1,one:one:one
OG0004927,1,1,1,one:one:one
OG0004928,1,1,1,one:one:one
OG0004929,1,1,1,one:one:one
OG0004930,1,1,1,one:one:one
OG0004931,1,1,1,one:one:one
OG0004932,1,1,1,one:one:one
OG0004933,1,1,1,one:one:one
OG0004934,1,1,1,one:one:one
OG0004935,1,1,1,one:one:one
OG0004936,1,1,1,one:one:one
OG0004937,1,1,1,one:one:one
OG0004938,1,1,1,one:one:one
OG0004939,1,1,1,one:one:one
OG0004940,1,1,1,one:one:one
OG0004941,1,1,1,one:one:one
OG0004942,1,1,1,one:one:one
OG0004943,1,1,1,one:one:one
OG0004944,1,1,1,one:one:one
OG0004945,1,1,1,one:one:one
OG0004946,1,1,1,one:one:one
OG0004947,1,1,1,one:one:one
OG0004948,1,1,1,one:one:one
OG0004949,1,1,1,one:one:one
OG0004950,1,1,1,one:one:one
OG0004951,1,1,1,one:one:one
OG0004952,1,1,1,one:one:one
OG0004953,1,1,1,one:one:one
OG0004954,1,1,1,one:one:one
OG0004955,1,1,1,one:one:one
OG0004956,1,1,1,one:one:one
OG0004957,1,1,1,one:one:one
OG0004958,1,1,1,one:one:one
OG0004959,1,1,1,one:one:one
OG0004960,1,1,1,one:one:one
OG0004961,1,1,1,one:one:one
OG0004962,1,1,1,one:one:one
OG0004963,1,1,1,one:one:one
OG0004964,1,1,1,one:one:one
OG0004965,1,1,1,one:one:one
OG0004966,1,1,1,one:one:one
OG0004967,1,1,1,one:one:one
OG0004968,1,1,1,one:one:one
OG0004969,1,1,1,one:one:one
OG0004970,1,1,1,one:one:one
OG0004971,1,1,1,one:one:one
OG0004972,1,1,1,one:one:one
OG0004973,1,1,1,one:one:one
OG0004974,1,1,1,one:one:one
OG0004975,1,1,1,one:one:one
OG0004976,1,1,1,one:one:one
OG0004977,1,1,1,one:one:one
OG0004978,1,1,1,one:one:one
OG0004979,1,1,1,one:one:one
OG0004980,1,1,1,one:one:one
OG0004981,1,1,1,one:one:one
OG0004982,1,1,1,one:one:one
OG0004983,1,1,1,one:one:one
OG0004984,1,1,1,one:one:one
OG0004985,1,1,1,one:one:one
OG0004986,1,1,1,one:one:one
OG0004987,1,1,1,one:one:one
OG0004988,1,1,1,one:one:one
OG0004989,1,1,1,one:one:one
OG0004990,1,1,1,one:one:one
OG0004991,1,1,1,one:one:one
OG0004992,1,1,1,one:one:one
OG0004993,1,1,1,one:one:one
OG0004994,1,1,1,one:one:one
OG0004995,1,1,1,one:one:one
OG0004996,1,1,1,one:one:one
OG0004997,1,1,1,one:one:one
OG0004998,1,1,1,one:one:one
OG0004999,1,1,1,one:one:one
OG0005000,1,1,1,one:one:one
OG0005001,1,1,1,one:one:one
OG0005002,1,1,1,one:one:one
OG0005003,1,1,1,one:one:one
OG0005004,1,1,1,one:one:one
OG0005005,1,1,1,one:one:one
OG0005006,1,1,1,one:one:one
OG0005007,1,1,1,one:one:one
OG0005008,1,1,1,one:one:one
OG0005009,1,1,1,one:one:one
OG0005010,1,1,1,one:one:one
OG0005011,1,1,1,one:one:one
OG0005012,1,1,1,one:one:one
OG0005013,1,1,1,one:one:one
OG0005014,1,1,1,one:one:one
OG0005015,1,1,1,one:one:one
OG0005016,1,1,1,one:one:one
OG0005017,1,1,1,one:one:one
OG0005018,1,1,1,one:one:one
OG0005019,1,1,1,one:one:one
OG0005020,1,1,1,one:one:one
OG0005021,1,1,1,one:one:one
OG0005022,1,1,1,one:one:one
OG0005023,1,1,1,one:one:one
OG0005024,1,1,1,one:one:one
OG0005025,1,1,1,one:one:one
OG0005026,1,1,1,one:one:one
OG0005027,1,1,1,one:one:one
OG0005028,1,1,1,one:one:one
OG0005029,1,1,1,one:one:one
OG0005030,1,1,1,one:one:one
OG0005031,1,1,1,one:one:one
OG0005032,1,1,1,one:one:one
OG0005033,1,1,1,one:one:one
OG0005034,1,1,1,one:one:one
OG0005035,1,1,1,one:one:one
OG0005036,1,1,1,one:one:one
OG0005037,1,1,1,one:one:one
OG0005038,1,1,1,one:one:one
OG0005039,1,1,1,one:one:one
OG0005040,1,1,1,one:one:one
OG0005041,1,1,1,one:one:one
OG0005042,2,1,0,many:one:none
OG0005043,0,3,0,none:many:none
OG0005044,1,1,1,one:one:one
OG0005045,1,1,1,one:one:one
OG0005046,1,1,1,one:one:one
OG0005047,1,1,1,one:one:one
OG0005048,1,1,1,one:one:one
OG0005049,1,1,1,one:one:one
OG0005050,1,1,1,one:one:one
OG0005051,1,1,1,one:one:one
OG0005052,0,2,1,none:many:one
OG0005053,0,3,0,none:many:none
OG0005054,1,1,1,one:one:one
OG0005055,1,1,1,one:one:one
OG0005056,1,1,1,one:one:one
OG0005057,1,1,1,one:one:one
OG0005058,1,1,1,one:one:one
OG0005059,1,1,1,one:one:one
OG0005060,1,1,1,one:one:one
OG0005061,1,1,1,one:one:one
OG0005062,1,1,1,one:one:one
OG0005063,1,1,1,one:one:one
OG0005064,1,1,1,one:one:one
OG0005065,1,1,1,one:one:one
OG0005066,1,1,1,one:one:one
OG0005067,1,1,1,one:one:one
OG0005068,1,1,1,one:one:one
OG0005069,1,1,1,one:one:one
OG0005070,1,1,1,one:one:one
OG0005071,1,1,1,one:one:one
OG0005072,1,1,1,one:one:one
OG0005073,1,1,1,one:one:one
OG0005074,1,1,1,one:one:one
OG0005075,1,1,1,one:one:one
OG0005076,1,1,1,one:one:one
OG0005077,1,1,1,one:one:one
OG0005078,1,1,1,one:one:one
OG0005079,1,1,1,one:one:one
OG0005080,1,1,1,one:one:one
